street,latitude,longitude,mrt_stations,mrt_latitude,mrt_longitude,mrt_nearest_distance_m
ELIAS ROAD,1.3800439315231825,103.94457970733826,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,934.54108173938
OCEAN DRIVE,1.2492215480522937,103.84631638503964,MARINA BAY MRT STATION (TE20),1.27474173226842,103.855309167928,2994.1149404033117
DUCHESS AVENUE,1.3240326004044407,103.80155685704754,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,710.6409157871454
COMMONWEALTH AVENUE,1.2954634291932612,103.80651578015956,QUEENSTOWN MRT STATION (EW19),1.29455085184931,103.806077155982,112.09529035044692
YISHUN CLOSE,1.4357593553250754,103.84435098976314,YISHUN MRT STATION (NS13),1.42944308477331,103.835005047246,1252.8058900240098
SIMEI STREET 4,1.3426389926426885,103.95460975038291,SIMEI MRT STATION (EW3),1.34319707851829,103.953377214378,150.41036573607113
COMPASSVALE BOW,1.3812844784416352,103.8920047166727,BUANGKOK MRT STATION (NE15),1.38287001971672,103.893122569706,214.97351711682006
BEDOK RESERVOIR ROAD,1.3378707096893736,103.92851470697272,BEDOK RESERVOIR MRT STATION (DT30),1.33660782955099,103.932234623286,436.90507163321115
BEDOK RESERVOIR ROAD,1.3375203787385594,103.92782091968188,BEDOK RESERVOIR MRT STATION (DT30),1.33660782955099,103.932234623286,501.4562467148541
SIMEI STREET 3,1.3385356800302728,103.9503434114723,SIMEI MRT STATION (EW3),1.34319707851829,103.953377214378,616.1713485535095
JALAN KEMBANGAN,1.3200261026136886,103.91348728951152,KEMBANGAN MRT STATION (EW6),1.3210381335934,103.912947930851,126.98755321456538
TANJONG RHU ROAD,1.2967497419633405,103.8714050333416,TANJONG RHU MRT STATION (TE23),1.29726507940646,103.873453254621,234.96348818907802
ARCADIA ROAD,1.335471541437573,103.8089308029993,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,1104.0952640937205
MAR THOMA ROAD,1.3263750864709585,103.86214237025662,BOON KENG MRT STATION (NE9),1.31933570922514,103.861569454156,780.9853410522552
EASTWOOD ROAD,1.321762216535176,103.95857344908158,EXPO MRT STATION (CG1),1.33454977824817,103.961548211018,1452.2256872075739
UPPER SERANGOON VIEW,1.3760117099323512,103.90242737356937,HOUGANG MRT STATION (NE14),1.37129226620797,103.892380513029,1233.8806872537614
BUKIT BATOK EAST AVENUE 5,1.3530806827203885,103.75614580918894,BUKIT GOMBAK MRT STATION (NS3),1.35861159094192,103.751790910733,780.3311260915374
HINDHEDE WALK,1.3482952099845351,103.77230280156066,HUME MRT STATION (DT4),1.3545953239503,103.769118851887,781.5724452661067
ALEXANDRA VIEW,1.2904773421945972,103.81601645093934,REDHILL MRT STATION (EW18),1.28963453412887,103.81674097205,123.23428038991834
SELETAR ROAD,1.3856795236859638,103.8697511266388,BUANGKOK MRT STATION (NE15),1.38287001971672,103.893122569706,2619.431080173216
FLORA DRIVE,1.356043017648034,103.96394108385832,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,1035.8527308156529
BEDOK RESERVOIR ROAD,1.3379536965374452,103.92067459974396,BEDOK NORTH MRT STATION (DT29),1.33474211664091,103.91797832995,464.919914311471
CASHEW ROAD,1.3736549886783085,103.768032018763,CASHEW MRT STATION (DT2),1.36981544925552,103.76443921414,583.1956635216892
WEST COAST CRESCENT,1.2991998567096372,103.7653882522013,CLEMENTI MRT STATION (EW23),1.31511625277378,103.765191452888,1760.090689593568
KOVAN RISE,1.3635725605781712,103.88543677557668,KOVAN MRT STATION (NE13),1.36017917065237,103.885064856353,377.49985614804046
JOO CHIAT LANE,1.3125604066689938,103.90179380577996,EUNOS MRT STATION (EW7),1.31978354916088,103.903225807255,814.4431017285156
NEWTON ROAD,1.314782335142337,103.84195839953192,NEWTON MRT STATION (DT11),1.31399286264569,103.837714613091,480.2925495622634
GEYLANG EAST AVENUE 1,1.3162349498515855,103.8844179813533,ALJUNIED MRT STATION (EW9),1.3164326118157,103.882906044385,169.67757102296036
PRINCE CHARLES CRESCENT,1.292065647242285,103.81729521990172,REDHILL MRT STATION (EW18),1.28963453412887,103.81674097205,275.80602645421567
MARTIN PLACE,1.29349666394026,103.83810491011177,GREAT WORLD MRT STATION (TE15),1.29394816169384,103.833720837731,490.4566824152486
JALAN MERAH SAGA,1.311452162423209,103.7971283002158,HOLLAND VILLAGE MRT STATION (CC21),1.31224029631595,103.796399122407,119.08047099850685
CORPORATION ROAD,1.3422675176744414,103.71627024786343,LAKESIDE MRT STATION (EW26),1.34425911493819,103.720949087456,565.3591220703313
JALAN LOYANG BESAR,1.3785276421172423,103.95926142612036,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1265.1248275434486
FLORA ROAD,1.360248589059126,103.96329661891242,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,1063.2740642289048
FLORA DRIVE,1.356269562756838,103.96626075556748,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,1293.9048979230645
MOUNT SINAI LANE,1.3164462601101783,103.78531577001618,DOVER MRT STATION (EW22),1.31140529320963,103.778637841909,928.9944230487569
SERANGOON AVENUE 3,1.3485874167048244,103.86752471669644,LORONG CHUAN MRT STATION (CC14),1.35161217074555,103.864151938651,502.74669330009846
SIN MING WALK,1.3664480514304564,103.83096876868414,BRIGHT HILL MRT STATION (TE7),1.36328318545185,103.832893619992,410.31156036345817
CUSCADEN ROAD,1.3036101123014727,103.82516716046132,ORCHARD BOULEVARD MRT STATION (TE13),1.30242224836722,103.823868523249,195.29509739553637
PRINCE CHARLES CRESCENT,1.2931174058121584,103.82050553244494,REDHILL MRT STATION (EW18),1.28963453412887,103.81674097205,569.0747392055607
ALEXANDRA VIEW,1.290951037135854,103.81700026563036,REDHILL MRT STATION (EW18),1.28963453412887,103.81674097205,148.4047709914487
DUCHESS AVENUE,1.3246642552344807,103.802991509285,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,539.8060488884777
NASSIM HILL,1.3071348097334807,103.82211877699638,NAPIER MRT STATION (TE12),1.30678223364785,103.818956796815,354.0520729078342
HUME AVENUE,1.3583201089811143,103.7637424292379,HILLVIEW MRT STATION (DT3),1.36234486803558,103.767418254007,604.4851007520597
ARCADIA ROAD,1.3333730989986698,103.80951086622804,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,886.0324530108926
KEW CRESCENT,1.3185850908859025,103.95006204738374,TANAH MERAH MRT STATION (EW4),1.32718729074675,103.946348600798,1037.0887059222164
JALAN LOYANG BESAR,1.3800507957664512,103.96390014470428,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1801.6745898726076
LOYANG BESAR CLOSE,1.378509038192061,103.95722819785117,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1070.879546956304
TONG WATT ROAD,1.2932047992230713,103.84020168175677,FORT CANNING MRT STATION (DT20),1.29248194822996,103.844331362465,466.4962236196275
ANTHONY ROAD,1.3096602531258084,103.83844525690664,NEWTON MRT STATION (NS21),1.3123189224097,103.837984594021,298.4187521744405
FLORA DRIVE,1.3550944641778178,103.96472821596232,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,1129.852380014069
PALM GROVE AVENUE,1.35954268279941,103.8782621862735,KOVAN MRT STATION (NE13),1.36017917065237,103.885064856353,760.3225588250078
HAZEL PARK TERRACE,1.3723880055314546,103.76468656992648,CASHEW MRT STATION (DT2),1.36981544925552,103.76443921414,285.7892362879655
ROSEWOOD DRIVE,1.4300288769417642,103.78557894535952,WOODLANDS MRT STATION (TE2),1.43605761708128,103.787938777173,716.4906489886614
BISHAN STREET 21,1.349476444890436,103.84703812427306,BISHAN MRT STATION (NS17),1.35083898784737,103.848143964542,194.53790124661447
JALAN JURONG KECHIL,1.341729902028196,103.7704771259518,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,594.3894739089928
SIMEI RISE,1.3498379911226237,103.96078350381738,UPPER CHANGI MRT STATION (DT34),1.34173977444995,103.961472788634,898.7413323455123
POH HUAT ROAD,1.3668559557635218,103.8799281546669,KOVAN MRT STATION (NE13),1.36017917065237,103.885064856353,933.7310714310928
ANG MO KIO AVENUE 8,1.3703043031854452,103.84838631388943,ANG MO KIO MRT STATION (NS16),1.36993284962262,103.84955809232,136.7202394573548
DUNEARN ROAD,1.336739350830846,103.7828207358328,KING ALBERT PARK MRT STATION (DT6),1.33566161262214,103.783399113441,135.4431167124114
SIMEI STREET 1,1.3467311803366386,103.95860745763387,UPPER CHANGI MRT STATION (DT34),1.34173977444995,103.961472788634,637.4219228483221
HINDHEDE DRIVE,1.3473421178950844,103.77586402894616,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,676.6462153038262
COVE WAY,1.2407659898460262,103.8396404850768,HARBOURFRONT MRT STATION (NE1 / CC29),1.26538938374901,103.821530157095,3387.5800774898184
MOUNT SOPHIA,1.3009648346284366,103.8459565572612,DHOBY GHAUT MRT STATION (NE6),1.29970458121203,103.845488542541,148.76829908943498
CHESTNUT AVENUE,1.3704718374284994,103.777207678453,HILLVIEW MRT STATION (DT3),1.36234486803558,103.767418254007,1412.2487667792063
SAMPAN PLACE,1.3009051495252812,103.88193121357334,KATONG PARK MRT STATION (TE24),1.29783147778951,103.886178949925,582.2292182801358
BISHAN STREET 25,1.3599551414437532,103.84630693327637,BISHAN MRT STATION (CC15),1.35131580146658,103.84914026532,1005.9880704055527
JALAN MEMBINA,1.2844885180023342,103.82789364006136,TIONG BAHRU MRT STATION (EW17),1.28610253615775,103.827445112419,185.31921724937317
DUNEARN ROAD,1.3379303694349425,103.78047500576297,KING ALBERT PARK MRT STATION (DT6),1.33566161262214,103.783399113441,410.89443804278767
JERVOIS ROAD,1.293990198879105,103.82193122195888,REDHILL MRT STATION (EW18),1.28963453412887,103.81674097205,752.0778446833357
PINE GROVE,1.318459094486853,103.77663773696833,DOVER MRT STATION (EW22),1.31140529320963,103.778637841909,811.1140718734155
TAMPINES LANE,1.3450856145544043,103.94795095439748,SIMEI MRT STATION (EW3),1.34319707851829,103.953377214378,638.9715311734062
CLUB STREET,1.281548629255539,103.84647257005696,TELOK AYER MRT STATION (DT18),1.28206894769394,103.848648781083,248.93442725909833
WEST COAST DRIVE,1.314099304030472,103.7594480670024,CLEMENTI MRT STATION (EW23),1.31511625277378,103.765191452888,649.0001096162941
LOYANG AVENUE,1.369077870658421,103.97057148207551,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,2275.096535663046
SIMEI STREET 4,1.3414531558603515,103.95567693663811,SIMEI MRT STATION (EW3),1.34319707851829,103.953377214378,320.4492314763831
FABER HEIGHTS,1.323245903995146,103.757371615396,CLEMENTI MRT STATION (EW23),1.31511625277378,103.765191452888,1251.1829005843056
CANBERRA DRIVE,1.4394698321670736,103.83101783038344,CANBERRA MRT STATION (NS12),1.44307664075699,103.829702590959,424.8323797941172
JALAN LOYANG BESAR,1.3787944880958811,103.95994700851578,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1346.2712200090673
LEONIE HILL,1.2984736286048997,103.83270380040484,GREAT WORLD MRT STATION (TE15),1.29394816169384,103.833720837731,513.044174389922
COVE WAY,1.239948546945672,103.8382528117812,HARBOURFRONT MRT STATION (NE1 / CC29),1.26538938374901,103.821530157095,3373.03577523113
HILLVIEW AVENUE,1.3563635892802934,103.76176145932344,HUME MRT STATION (DT4),1.3545953239503,103.769118851887,841.8160068230537
BEDOK RIA CRESCENT,1.3284732432004207,103.95135621616777,TANAH MERAH MRT STATION (EW4),1.32718729074675,103.946348600798,575.1520573719345
WOODGROVE DRIVE,1.4292890269951026,103.7829695161197,WOODLANDS MRT STATION (NS9),1.43681962961519,103.786066799253,901.2149504262569
OCEAN DRIVE,1.2515038203247708,103.84802505268252,MARINA SOUTH PIER MRT STATION (NS28),1.27102703612006,103.862447515736,2690.113084816768
ANG MO KIO AVENUE 9,1.3832182826434607,103.8392051042974,LENTOR MRT STATION (TE5),1.38550657972169,103.835743809669,460.8694917613942
RIVER VALLEY ROAD,1.2947159593621331,103.84005116735494,FORT CANNING MRT STATION (DT20),1.29248194822996,103.844331362465,536.5906075302713
BEDOK RESERVOIR ROAD,1.337001067708019,103.93027457393067,BEDOK RESERVOIR MRT STATION (DT30),1.33660782955099,103.932234623286,222.42466347617759
TOH TUCK ROAD,1.3396867131474917,103.77094144115544,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,566.1618081392687
MOUNT SINAI DRIVE,1.3177473262075396,103.7795188077582,DOVER MRT STATION (EW22),1.31140529320963,103.778637841909,708.0901615751395
CHUN TIN ROAD,1.3414820114602612,103.77337887231984,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,270.3288387045914
OCEAN DRIVE,1.2452889471814053,103.8435456932676,HARBOURFRONT MRT STATION (NE1 / CC29),1.26538938374901,103.821530157095,3308.067724748622
KENG LEE ROAD,1.3140442567454114,103.8419229099357,NEWTON MRT STATION (DT11),1.31399286264569,103.837714613091,468.3775732733502
HAIG ROAD,1.309953699807114,103.89707388644123,DAKOTA MRT STATION (CC8),1.30854798388121,103.889064718377,904.7971944816453
CASHEW ROAD,1.3687939105744305,103.76566459767515,CASHEW MRT STATION (DT2),1.36981544925552,103.76443921414,177.0765555126195
JALAN LEMPENG,1.317567923579397,103.7609501424947,CLEMENTI MRT STATION (EW23),1.31511625277378,103.765191452888,544.3268876213386
JALAN PAKIS,1.3672418631199577,103.76983451431786,HILLVIEW MRT STATION (DT3),1.36234486803558,103.767418254007,604.5775483731078
TRANSIT ROAD,1.4042880284735155,103.81774894855144,SPRINGLEAF MRT STATION (TE4),1.39758106126824,103.817856949947,741.7199076045131
GERALD DRIVE,1.3875812207891611,103.87848345519936,BUANGKOK MRT STATION (NE15),1.38287001971672,103.893122569706,1710.4085645610578
HOUGANG STREET 11,1.3530442109513223,103.87823462339205,SERANGOON MRT STATION (NE12),1.34970788089564,103.873574849884,636.4146031878056
CACTUS DRIVE,1.388271460342446,103.85130834513689,YIO CHU KANG MRT STATION (NS15),1.38175587099132,103.84494727118,1010.0469138324235
LEONIE HILL ROAD,1.29916780002903,103.83342756803074,ORCHARD MRT STATION (TE14),1.30304426265194,103.831375000068,485.70869661084834
JURONG EAST STREET 13,1.334300310954755,103.73779544915662,JURONG EAST MRT STATION (EW24 / NS1),1.33315281585758,103.742286332403,515.6439088540147
BUKIT BATOK STREET 31,1.3569741752191848,103.74954027346088,BUKIT GOMBAK MRT STATION (NS3),1.35861159094192,103.751790910733,309.0583210561417
LAKEPOINT DRIVE,1.341837508259338,103.7183525008836,LAKESIDE MRT STATION (EW26),1.34425911493819,103.720949087456,393.96129380117867
BEDOK SOUTH AVENUE 3,1.3215916449286431,103.9446711358038,TANAH MERAH MRT STATION (EW4),1.32718729074675,103.946348600798,646.2889205555045
ROSEWOOD DRIVE,1.4289686900021694,103.7858014084585,WOODLANDS MRT STATION (TE2),1.43605761708128,103.787938777173,819.151736682219
HILLVIEW AVENUE,1.3569328929499025,103.75957575987498,BUKIT GOMBAK MRT STATION (NS3),1.35861159094192,103.751790910733,886.02656498973
BEDOK RESERVOIR ROAD,1.33742586450947,103.93252758902544,BEDOK RESERVOIR MRT STATION (DT30),1.33660782955099,103.932234623286,96.15089460489958
HINDHEDE WALK,1.3477699500581866,103.7729257668009,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,791.1734717063086
DELTA ROAD,1.291840342225601,103.82551253903812,TIONG BAHRU MRT STATION (EW17),1.28610253615775,103.827445112419,669.9213686215957
FARRER DRIVE,1.314413613753148,103.80716648587824,FARRER ROAD MRT STATION (CC20),1.31743915158967,103.807379214161,335.38509228017966
CHOA CHU KANG AVENUE 3,1.3841719994501247,103.74841590682124,CHOA CHU KANG MRT STATION (NS4),1.38536316540225,103.744370779756,469.0443952727735
BUKIT BATOK CENTRAL LINK,1.3490007332803222,103.74890788475103,BUKIT BATOK MRT STATION (NS2),1.34903331201636,103.749566478309,73.38266976579736
TANJONG RHU ROAD,1.2974619167226888,103.87414832700462,TANJONG RHU MRT STATION (TE23),1.29726507940646,103.873453254621,80.35911744404729
CASHEW ROAD,1.3705870004824332,103.7680788913083,CASHEW MRT STATION (DT2),1.36981544925552,103.76443921414,413.939388720421
SWISS VIEW,1.347042770674402,103.7907314114226,KING ALBERT PARK MRT STATION (DT6),1.33566161262214,103.783399113441,1499.8712598197321
UPPER CHANGI ROAD,1.331974032278363,103.94785362448764,TANAH MERAH MRT STATION (EW4),1.32718729074675,103.946348600798,555.1637508589638
JALAN LOYANG BESAR,1.3804064604169608,103.96418993692218,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1847.8303681701436
JALAN HAJIJAH,1.312875396589809,103.9347812676138,SIGLAP MRT STATION (TE28),1.31000869432289,103.930025826708,616.9043667482362
SCOTTS ROAD,1.3099901784558348,103.83549968224104,NEWTON MRT STATION (NS21),1.3123189224097,103.837984594021,377.8688424899151
EASTWOOD ROAD,1.3223592670805815,103.95474149981423,TANAH MERAH MRT STATION (EW4),1.32718729074675,103.946348600798,1075.8483813595167
HOLLAND ROAD,1.3199559113376302,103.78057523970698,DOVER MRT STATION (EW22),1.31140529320963,103.778637841909,969.7571682264116
FLORA DRIVE,1.357741574302462,103.9662137012406,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,1299.988157798502
KANDIS LINK,1.4561829210849004,103.83676007285192,CANBERRA MRT STATION (NS12),1.44307664075699,103.829702590959,1648.3593854864678
DUCHESS ROAD,1.3240431455793449,103.80702826403868,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,186.09056221866564
BRIGHT HILL DRIVE,1.356451963423572,103.8306337259383,UPPER THOMSON MRT STATION (TE8),1.35441643365401,103.832898468504,337.9118960811261
LOYANG BESAR CLOSE,1.3776386181760338,103.95786819293676,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1081.9935141305245
HINDHEDE WALK,1.3465180778601014,103.7736601797956,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,631.8215788517784
LORONG ONG LYE,1.3457737596001624,103.87906099439284,BARTLEY MRT STATION (CC12),1.34250117805245,103.880177899184,382.6185170080504
PARK VALE,1.329995136711343,103.81162319816396,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,652.479633272851
JALAN LOYANG BESAR,1.3786014277047731,103.9570091910916,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1056.757843380418
KENSINGTON PARK DRIVE,1.3670990667539742,103.86929828023926,LORONG CHUAN MRT STATION (CC14),1.35161217074555,103.864151938651,1805.697790536295
ORCHARD BOULEVARD,1.3023181707859943,103.82497343886055,ORCHARD BOULEVARD MRT STATION (TE13),1.30242224836722,103.823868523249,123.50443697120829
INDUS ROAD,1.290094674481801,103.83009224472296,HAVELOCK MRT STATION (TE16),1.28850523975311,103.833585838226,426.68449997014363
CORONATION ROAD,1.3228070752549737,103.80220727694277,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,688.7148780603613
LEONIE HILL,1.297599081865104,103.83267778471247,GREAT WORLD MRT STATION (TE15),1.29394816169384,103.833720837731,420.0581028669265
KELLOCK ROAD,1.293358193957923,103.83042423664986,GREAT WORLD MRT STATION (TE15),1.29394816169384,103.833720837731,372.6376923450883
OCEAN WAY,1.246513532437128,103.84306431897971,HARBOURFRONT MRT STATION (NE1 / CC29),1.26538938374901,103.821530157095,3178.0604837483124
JALAN TIGA RATUS,1.3416455526711493,103.96084043872892,UPPER CHANGI MRT STATION (DT34),1.34173977444995,103.961472788634,71.14091191211217
TELOK BLANGAH DRIVE,1.2720123885202443,103.80851431684476,TELOK BLANGAH MRT STATION (CC28),1.27070647717762,103.809761611219,200.3023208756817
COVE DRIVE,1.239926934052075,103.8313831937824,HARBOURFRONT MRT STATION (NE1 / CC29),1.26538938374901,103.821530157095,3021.5140297337744
PALM GROVE AVENUE,1.3605632966736898,103.87771185491088,KOVAN MRT STATION (NE13),1.36017917065237,103.885064856353,819.4051071193298
CHOA CHU KANG ROAD,1.3773266584511406,103.7581436423188,BUKIT PANJANG MRT STATION (DT1),1.37900211641036,103.761535114929,420.4464232299984
DUCHESS ROAD,1.3244395214678264,103.80765081861716,TAN KAH KEE MRT STATION (DT8),1.32555623519898,103.807760304729,124.08020702674169
TOH YI ROAD,1.337998692592658,103.77087843751774,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,653.0113498202799
HOW SUN DRIVE,1.345038192336694,103.87912511808916,BARTLEY MRT STATION (CC12),1.34250117805245,103.880177899184,304.01374487549515
JALAN EUNOS,1.3293672020288612,103.90579132382312,KAKI BUKIT MRT STATION (DT28),1.33496735995428,103.908459338046,686.7443355828159
LEEDON HEIGHTS,1.3124399204954105,103.80340250179934,FARRER ROAD MRT STATION (CC20),1.31743915158967,103.807379214161,708.1272030575996
PAYA LEBAR CRESCENT,1.349813537592388,103.88074548484737,SERANGOON MRT STATION (NE12),1.34970788089564,103.873574849884,798.0971794286901
JALAN LOYANG BESAR,1.3802908091041992,103.96467459631111,PASIR RIS MRT STATION (EW1),1.37304331635804,103.949284527763,1890.9430412965378
NASSIM ROAD,1.307888438628917,103.822990677438,NAPIER MRT STATION (TE12),1.30678223364785,103.818956796815,465.298870550209
LADY HILL ROAD,1.3104376732863112,103.82504008478826,NAPIER MRT STATION (TE12),1.30678223364785,103.818956796815,788.4948593694111
JALAN TAMAN,1.3255340175668864,103.86549809329568,POTONG PASIR MRT STATION (NE10),1.33137949021368,103.869055656782,757.9825381322191
WEST COAST WALK,1.3108846759079054,103.7627451324895,CLEMENTI MRT STATION (EW23),1.31511625277378,103.765191452888,541.3480266697862
ORCHARD BOULEVARD,1.303333388883856,103.82470669291456,ORCHARD BOULEVARD MRT STATION (TE13),1.30242224836722,103.823868523249,137.30145096051376
THOMSON ROAD,1.3247872940057184,103.84086441961566,NOVENA MRT STATION (NS20),1.32044079120154,103.843825618748,582.7471848112787
EVELYN ROAD,1.3160641737103955,103.83949297268828,NEWTON MRT STATION (DT11),1.31399286264569,103.837714613091,302.69963470109474
CHWEE CHIAN ROAD,1.2781568478427463,103.7876649578834,PASIR PANJANG MRT STATION (CC26),1.27621352233766,103.791350313288,463.0316763260466
BUKIT TIMAH ROAD,1.3347026573289384,103.78441416321492,KING ALBERT PARK MRT STATION (DT6),1.33566161262214,103.783399113441,154.9344154605772
AKYAB ROAD,1.3243471220803318,103.84840171382292,NOVENA MRT STATION (NS20),1.32044079120154,103.843825618748,667.7827052665186
TANJONG RHU ROAD,1.2967048620096373,103.88276868821836,KATONG PARK MRT STATION (TE24),1.29783147778951,103.886178949925,399.4541862902131
PASIR PANJANG ROAD,1.2813501268840042,103.78364224420456,HAW PAR VILLA MRT STATION (CC25),1.28257135772488,103.781752725064,249.91237573912989
WILBY ROAD,1.3321774182084023,103.78922865075616,KING ALBERT PARK MRT STATION (DT6),1.33566161262214,103.783399113441,754.5375515508873
CAIRNHILL ROAD,1.3043481247798296,103.8380110136614,SOMERSET MRT STATION (NS23),1.30026416739006,103.839085753124,467.1546181895954
MANDALAY ROAD,1.323274343296016,103.84883501543828,NOVENA MRT STATION (NS20),1.32044079120154,103.843825618748,639.5084859240635
UPPER BUKIT TIMAH VIEW,1.3468136515707727,103.7706204961058,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,844.7840008628048
TAMARIND ROAD,1.389222750721217,103.85919463732276,YIO CHU KANG MRT STATION (NS15),1.38175587099132,103.84494727118,1787.641816101027
TEMBELING ROAD,1.308340595437012,103.90595135693368,MARINE PARADE MRT STATION (TE26),1.30261163483383,103.904983086812,642.57947834173
TOH TUCK ROAD,1.3414133254451417,103.7663936043934,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,1046.4060423118108
AMBER ROAD,1.301256235401773,103.90082608797512,TANJONG KATONG MRT STATION (TE25),1.29931925769899,103.897368742078,440.36678308140677
CHAY YAN STREET,1.2821515446939518,103.83010164258611,TIONG BAHRU MRT STATION (EW17),1.28610253615775,103.827445112419,527.5160123321251
HOW SUN ROAD,1.3455376872394156,103.88100617007169,BARTLEY MRT STATION (CC12),1.34250117805245,103.880177899184,348.18481547881146
GRANGE ROAD,1.2997384471904987,103.8258680549304,ORCHARD BOULEVARD MRT STATION (TE13),1.30242224836722,103.823868523249,370.9266392174113
JALAN MATA AYER,1.4262061247708449,103.8242387270507,YISHUN MRT STATION (NS13),1.42944308477331,103.835005047246,1250.4523188362407
TAMPINES ROAD,1.3616989170516258,103.89084010607262,KOVAN MRT STATION (NE13),1.36017917065237,103.885064856353,664.3236140867392
JALAN AMPANG,1.3213223567719967,103.79411801417484,HOLLAND VILLAGE MRT STATION (CC21),1.31224029631595,103.796399122407,1035.8384158918955
SIGLAP ROAD,1.3173237968458804,103.92306432545251,BEDOK MRT STATION (EW5),1.32397996868158,103.929984495066,1065.285153641728
RIVER VALLEY CLOSE,1.2942408571855462,103.83676730367198,GREAT WORLD MRT STATION (TE15),1.29394816169384,103.833720837731,340.58636180273527
AMBER GARDENS,1.3006134093230262,103.89840875177993,TANJONG KATONG MRT STATION (TE25),1.29931925769899,103.897368742078,184.05011932382607
KITCHENER LINK,1.3111053584462398,103.85747986080035,FARRER PARK MRT STATION (NE8),1.31190557325774,103.853477716509,454.1048339567319
FLORA ROAD,1.3565403145408614,103.96733910630606,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,1414.410438844602
FLORA ROAD,1.3590699375939534,103.96659130939598,TAMPINES EAST MRT STATION (DT33),1.35619148271544,103.9546344625,1368.1987562250745
UPPER EAST COAST ROAD,1.3144907944099118,103.93260581606368,SIGLAP MRT STATION (TE28),1.31000869432289,103.930025826708,572.7743801977907
MEYER ROAD,1.2967094109666664,103.89419155242042,TANJONG KATONG MRT STATION (TE25),1.29931925769899,103.897368742078,456.40839902397636
TELOK BLANGAH ROAD,1.2716757861798562,103.80763480136376,TELOK BLANGAH MRT STATION (CC28),1.27070647717762,103.809761611219,259.8336548827314
MEYER ROAD,1.2982443018859686,103.8934318603559,TANJONG KATONG MRT STATION (TE25),1.29931925769899,103.897368742078,453.9770761239894
DAIRY FARM ROAD,1.36487552196591,103.77052078044504,HILLVIEW MRT STATION (DT3),1.36234486803558,103.767418254007,444.429731063437
LORONG LEW LIAN,1.3502902658964877,103.8780227590791,SERANGOON MRT STATION (NE12),1.34970788089564,103.873574849884,499.17389566298675
JERVOIS ROAD,1.2942955352739494,103.8214311532112,REDHILL MRT STATION (EW18),1.28963453412887,103.81674097205,733.5434820992034
UPPER CHANGI ROAD EAST,1.34813938704417,103.96208491044447,UPPER CHANGI MRT STATION (DT34),1.34173977444995,103.961472788634,710.9096692448571
HUME AVENUE,1.3600568177958423,103.76581067028071,HILLVIEW MRT STATION (DT3),1.36234486803558,103.767418254007,309.8655955146778
TOH TUCK ROAD,1.3412365404544349,103.7677434540576,BEAUTY WORLD MRT STATION (DT5),1.34122317558549,103.775794285083,895.9722526387337
HILLVIEW AVENUE,1.358684990390387,103.76219804601683,HILLVIEW MRT STATION (DT3),1.36234486803558,103.767418254007,708.0084667914458
THOMSON ROAD,1.3283636088453028,103.84141836235712,TOA PAYOH MRT STATION (NS19),1.33262928096888,103.847502198048,825.1664477465151
LOWER DELTA ROAD,1.276003419277985,103.82402466347922,TIONG BAHRU MRT STATION (EW17),1.28610253615775,103.827445112419,1179.8073144051293
POH HUAT ROAD WEST,1.3668720908012442,103.87727689557364,KOVAN MRT STATION (NE13),1.36017917065237,103.885064856353,1139.686702018453
